FFMC,DMC,DC,ISI,temperature,humidity,wind,rain
49.3,185.87,302.8,1.58,28.01,56.81,7.62,0.67
77.6,262.94,32.2,1.47,22.7,72.23,7.08,0.81
87.1,260.04,695.7,1.66,39.55,95.81,7.99,1.26
91.5,63.9,139.2,1.06,18.97,34.85,5.11,4.93
79.6,262.26,39.4,1.36,37.14,42.26,6.55,5.03
45.2,22.51,452.5,1.67,32.0,62.16,8.01,1.1
45.1,64.47,524.8,0.78,12.51,69.02,3.74,1.5
32.8,205.01,766.3,0.36,17.12,42.72,1.71,2.44
59.3,99.09,359.2,1.3,18.8,79.83,6.26,4.34
71.4,223.18,520.3,0.6,33.1,51.35,2.88,2.97
63.1,7.75,556.8,0.41,11.92,34.23,1.95,2.52
58.0,54.96,799.8,1.49,11.98,56.86,7.14,3.88
20.0,270.55,267.4,1.85,16.19,55.1,8.91,5.35
55.7,66.59,136.9,0.26,13.77,72.96,1.27,5.94
55.5,107.96,683.3,0.63,20.27,59.47,3.02,2.73
58.3,237.75,133.0,1.74,29.78,54.14,8.38,3.88
87.8,238.35,560.7,0.8,36.42,92.74,3.84,0.22
86.0,60.86,637.3,1.43,26.88,97.27,6.87,4.63
29.2,3.62,716.4,1.22,34.08,80.4,5.86,3.2
86.1,81.19,242.3,0.24,39.57,82.24,1.13,5.12
22.4,121.61,555.7,1.29,23.51,60.64,6.22,5.66
83.9,277.66,581.4,1.56,24.84,39.55,7.48,4.95
43.5,149.01,117.7,1.11,28.3,42.05,5.35,1.91
78.3,156.04,604.0,1.71,30.24,55.32,8.22,5.11
38.5,128.46,839.6,0.55,29.78,75.18,2.65,2.2
41.9,227.62,325.7,1.18,32.6,42.32,5.65,2.25
43.9,28.02,607.2,0.33,20.29,70.35,1.59,2.47
45.9,15.33,799.4,0.12,37.71,35.39,0.59,2.8
55.2,34.54,819.3,0.58,35.98,36.69,2.81,0.92
90.3,287.39,776.7,0.09,35.93,75.72,0.44,1.24
49.5,258.75,419.9,0.27,38.14,94.44,1.32,5.1
28.5,256.64,613.5,0.09,14.92,46.84,0.44,1.37
23.7,201.87,301.5,0.26,18.17,82.63,1.26,2.0
21.6,99.3,795.8,1.63,25.38,85.84,7.85,2.14
74.2,276.67,533.5,1.96,23.81,67.72,9.4,1.17
47.3,205.93,431.6,0.26,17.38,83.45,1.23,1.74
72.5,141.35,533.3,0.31,26.31,77.26,1.51,3.92
36.3,163.03,461.5,0.82,31.85,50.85,3.93,2.62
25.0,84.85,817.7,0.81,24.58,54.42,3.91,5.59
52.9,182.06,108.4,1.91,35.26,36.75,9.19,4.02
70.6,89.95,600.7,0.14,21.22,88.4,0.66,0.14
19.6,35.3,185.2,0.25,28.24,54.04,1.22,5.61
56.8,70.26,421.1,0.67,11.22,48.49,3.24,4.17
28.8,197.34,235.4,0.46,17.81,70.38,2.23,3.51
87.4,265.73,651.8,0.2,38.5,47.68,0.96,3.25
49.4,190.97,209.7,0.79,37.7,50.83,3.81,6.29
40.9,80.29,222.4,0.97,27.55,87.63,4.67,1.72
46.1,25.88,447.6,1.19,27.06,59.7,5.72,4.26
25.6,68.31,27.2,1.28,27.53,92.9,6.16,3.34
76.1,129.37,717.7,1.29,37.5,86.56,6.18,1.89
95.4,265.61,805.0,0.8,22.33,90.96,3.84,2.12
83.8,40.14,767.8,0.2,28.36,46.84,0.98,6.19
76.6,210.81,592.8,0.3,27.79,84.6,1.44,4.95
36.4,95.08,330.6,0.77,37.23,77.48,3.7,0.11
48.0,280.97,686.5,1.23,26.47,66.76,5.92,5.5
82.3,159.0,178.3,0.4,34.61,95.21,1.9,0.84
45.8,259.98,318.2,0.23,15.35,84.17,1.11,2.08
79.9,142.34,196.5,0.42,18.29,35.29,2.04,4.17
83.5,133.33,691.3,0.66,14.92,71.89,3.16,4.84
53.5,112.28,215.8,1.23,18.17,60.49,5.91,1.63
83.2,30.52,118.6,1.42,16.89,58.11,6.83,2.74
84.9,92.49,745.1,1.09,35.03,69.66,5.22,6.12
47.4,186.65,673.3,0.34,23.65,41.68,1.63,3.88
81.1,250.96,847.1,0.86,14.03,72.75,4.12,2.59
76.0,240.71,493.2,1.04,21.76,50.87,5.0,4.01
76.7,58.9,55.6,1.47,36.93,94.19,7.08,4.92
55.9,251.23,551.1,1.37,26.85,94.29,6.61,6.1
85.5,91.79,832.9,1.3,33.7,41.95,6.23,2.45
75.0,54.57,559.4,0.46,34.41,77.6,2.23,2.61
55.1,31.14,641.7,1.51,37.93,48.3,7.28,2.41
58.4,223.68,258.3,1.33,31.22,70.54,6.41,3.69
70.5,152.87,577.9,1.23,32.59,57.72,5.93,6.2
83.9,291.2,19.6,0.21,16.76,80.21,1.01,5.78
82.4,226.27,54.1,0.59,36.4,64.34,2.84,1.84
87.0,69.05,358.6,0.22,35.3,45.35,1.08,4.21
55.9,14.87,803.4,1.8,31.29,46.13,8.66,4.67
22.6,183.98,814.9,1.11,28.46,74.54,5.35,4.44
83.0,206.33,374.2,0.75,12.55,96.44,3.61,4.63
21.3,71.01,611.6,1.0,23.75,31.66,4.82,3.2
77.7,246.74,103.9,0.13,27.59,94.19,0.61,4.31
45.1,190.63,192.7,1.92,28.04,60.03,9.25,5.99
59.4,280.61,378.6,0.11,15.09,63.1,0.51,2.04
79.0,281.41,737.3,0.27,12.51,73.96,1.31,2.39
84.7,274.0,664.9,0.16,12.22,80.06,0.75,0.84
59.1,118.24,234.7,1.8,21.39,86.22,8.65,0.49
90.9,202.08,633.0,0.72,37.54,98.54,3.46,1.82
74.5,68.39,693.1,1.15,22.0,82.04,5.51,3.4
54.3,5.29,489.6,0.38,18.8,81.03,1.81,0.09
31.3,4.84,71.5,0.26,29.49,59.0,1.24,4.69
68.8,109.58,12.4,1.05,38.93,63.13,5.07,6.09
32.3,93.05,664.6,1.8,32.99,70.66,8.65,4.56
74.7,2.31,484.2,1.87,21.8,38.69,8.98,5.11
69.8,163.78,426.5,0.25,31.25,70.58,1.21,2.55
82.6,84.9,819.9,1.14,13.32,96.57,5.49,5.38
29.3,14.07,817.0,0.54,38.18,51.99,2.58,2.49
75.6,137.42,131.2,0.84,32.96,58.68,4.05,0.68
24.3,238.41,708.8,0.86,11.86,66.03,4.13,0.9
75.5,132.68,410.2,1.91,13.67,70.12,9.17,3.75
34.2,109.45,243.1,0.52,12.82,30.9,2.48,0.41
75.9,208.22,713.9,0.13,15.5,74.04,0.63,4.57
52.7,197.6,632.9,0.46,37.77,61.18,2.19,4.48
34.5,241.87,65.8,0.85,21.39,63.05,4.1,1.01
81.8,89.42,726.5,1.89,35.53,31.74,9.08,2.01
49.8,275.1,668.6,1.66,35.37,37.82,7.99,5.54
39.4,202.78,30.0,0.63,11.71,43.95,3.02,3.83
23.6,78.44,626.2,0.31,29.27,79.28,1.49,1.05
50.2,170.89,804.1,0.32,35.8,52.84,1.52,4.37
34.5,272.88,294.8,1.9,17.61,37.22,9.12,1.58
77.2,91.75,474.5,0.81,20.33,65.56,3.89,0.95
50.3,3.42,278.3,0.58,24.13,45.11,2.79,4.89
50.8,132.56,91.9,0.56,19.53,49.26,2.7,2.68
80.1,137.0,706.7,0.6,25.83,58.15,2.89,0.33
85.8,261.52,611.7,1.07,20.3,99.33,5.16,4.47
83.2,277.77,825.2,0.66,35.59,88.45,3.19,1.19
67.7,275.9,77.9,0.68,29.64,90.58,3.28,6.03
69.7,59.66,481.8,1.41,11.7,54.84,6.79,3.66
50.1,72.47,710.2,1.93,10.59,52.79,9.3,1.9
58.5,28.31,56.2,0.34,15.0,75.92,1.64,2.12
40.3,73.15,802.7,1.36,35.76,62.91,6.56,1.95
42.9,285.61,410.4,1.02,39.52,79.57,4.91,6.05
90.5,251.49,848.8,1.0,39.92,57.14,4.79,5.84
76.2,32.42,305.6,0.79,11.93,92.1,3.81,1.48
56.0,287.06,803.8,0.71,18.45,95.36,3.39,2.76
68.1,170.07,578.4,0.21,17.27,85.81,0.99,3.89
33.9,204.19,314.9,0.63,39.62,64.51,3.05,1.24
22.9,222.37,453.7,1.37,26.44,51.09,6.59,5.5
50.5,71.91,426.3,0.95,27.27,40.38,4.59,0.0
61.0,87.92,47.7,1.73,33.6,46.27,8.33,5.66
78.2,141.66,639.4,0.64,21.69,65.44,3.1,2.33
61.4,27.04,164.7,0.69,15.87,39.42,3.31,2.5
29.2,25.05,641.7,0.73,38.0,41.46,3.49,0.6
71.8,39.23,252.3,0.67,14.11,36.17,3.24,5.57
79.7,240.54,468.7,1.64,22.63,46.0,7.87,2.87
68.5,246.69,245.4,1.15,22.07,41.12,5.55,1.98
25.2,46.69,535.8,1.46,25.2,74.09,7.01,5.16
91.6,57.58,559.3,0.46,33.3,59.58,2.21,1.25
84.5,169.26,334.5,0.76,32.6,56.13,3.64,3.75
48.4,184.05,128.4,0.97,20.19,39.16,4.68,5.51
87.9,56.29,591.9,0.31,31.59,94.09,1.47,4.5
69.2,256.03,322.2,0.89,38.63,72.0,4.28,2.28
72.3,97.82,656.6,0.42,32.03,43.05,2.03,4.85
21.6,34.92,725.1,0.36,22.77,87.75,1.72,5.22
82.6,156.83,829.0,0.3,34.41,71.62,1.42,1.72
64.2,252.91,332.2,1.91,35.79,39.62,9.16,5.43
88.5,79.53,435.3,1.84,22.84,47.84,8.87,2.93
45.0,208.73,514.0,0.58,22.35,63.58,2.78,5.97
47.9,159.38,706.2,0.67,21.94,49.06,3.2,3.13
32.6,67.08,178.2,0.77,16.19,45.1,3.69,1.5
58.1,89.0,261.8,0.91,10.57,38.79,4.37,5.87
84.5,20.73,585.2,0.9,35.32,86.05,4.34,2.76
70.9,58.5,619.7,0.2,35.68,57.55,0.98,1.01
70.8,180.43,131.7,1.31,32.91,31.97,6.29,3.26
64.2,66.87,792.8,0.73,13.72,75.69,3.51,4.63
47.6,119.9,385.9,0.12,31.27,70.2,0.58,6.14
82.3,58.48,661.9,0.41,13.81,84.4,1.99,3.89
50.1,248.95,152.0,0.23,13.22,52.56,1.1,2.1
74.4,253.82,87.8,0.86,29.85,55.89,4.12,4.23
67.3,56.16,179.6,1.23,35.93,56.3,5.93,2.56
34.3,103.65,704.6,0.84,35.0,93.21,4.03,5.24
25.3,197.89,674.4,0.89,19.77,48.67,4.3,2.95
68.4,115.91,287.4,1.58,37.62,86.64,7.62,6.37
33.4,205.78,34.1,0.32,34.29,64.55,1.56,4.21
52.4,95.71,310.2,0.38,18.88,72.54,1.81,3.37
54.2,252.79,731.3,1.43,18.59,43.17,6.88,3.03
57.6,48.99,47.4,1.18,12.44,68.82,5.67,2.79
69.4,165.37,46.5,0.73,13.04,42.59,3.52,1.4
69.7,250.86,471.1,1.44,10.37,73.37,6.92,1.65
28.2,166.47,578.6,1.65,33.74,71.74,7.95,6.1
29.0,137.99,328.2,1.32,26.73,82.09,6.36,4.4
71.3,35.06,623.3,1.0,26.7,37.82,4.82,1.64
31.5,179.29,614.6,0.38,36.0,51.27,1.83,0.57
80.2,115.66,113.5,0.99,34.44,36.53,4.76,3.28
87.3,260.08,110.2,0.2,26.09,41.2,0.98,2.43
64.1,15.65,563.7,1.45,31.42,49.61,6.99,3.85
57.1,110.65,105.0,1.52,15.09,98.9,7.33,2.24
94.5,145.02,251.5,0.47,28.8,30.25,2.28,2.61
74.8,40.37,563.7,0.83,35.74,97.12,3.98,5.65
57.5,6.98,756.7,1.38,20.39,81.87,6.65,0.8
28.0,64.04,708.9,0.99,30.95,40.21,4.77,0.6
80.7,157.22,538.4,1.65,13.63,67.71,7.91,5.13
52.0,186.75,355.8,0.45,26.8,36.24,2.14,2.3
92.4,72.32,642.9,1.04,12.34,89.04,4.98,0.35
29.8,110.97,223.7,1.13,38.25,56.88,5.45,2.98
85.4,227.5,256.8,1.19,26.01,35.07,5.7,2.26
91.3,146.36,668.8,0.22,38.56,96.16,1.04,0.24
60.7,253.3,208.4,1.69,26.34,42.69,8.11,5.54
39.0,58.96,37.5,0.72,19.97,38.22,3.46,1.29
22.9,160.45,234.5,0.47,21.67,68.88,2.26,5.89
19.2,52.66,66.3,1.72,38.63,54.94,8.28,5.9
86.3,237.53,614.8,0.3,37.27,68.23,1.46,1.33
55.1,29.95,815.2,0.51,13.08,60.85,2.46,1.66
76.5,255.11,738.4,1.26,24.63,51.07,6.07,0.37
42.2,284.01,253.7,1.79,29.57,44.18,8.59,1.23
59.3,231.61,49.4,0.35,14.65,57.49,1.69,0.39
76.3,211.96,478.0,1.91,17.19,39.0,9.16,1.96
44.2,100.8,341.2,1.54,27.76,96.06,7.41,5.17
37.6,57.04,453.4,1.75,16.03,33.18,8.4,0.87
81.3,128.18,641.7,0.14,14.16,39.04,0.66,4.15
63.5,284.86,157.3,0.39,22.01,91.96,1.86,6.36
86.6,102.36,483.4,0.91,17.37,31.32,4.36,3.95
40.5,21.18,180.3,0.47,39.92,46.48,2.26,3.16
64.0,206.32,56.7,1.4,36.28,89.13,6.75,6.34
70.3,87.86,679.3,0.48,27.12,56.58,2.33,5.62
76.9,198.94,465.6,0.21,39.27,50.25,1.02,0.53
61.4,79.97,350.3,1.19,36.39,50.31,5.72,1.5
28.8,81.55,385.4,1.45,23.57,77.96,6.98,4.25
69.2,185.44,786.3,0.39,38.46,82.34,1.88,5.22
49.9,235.91,802.9,0.49,22.31,52.91,2.36,1.57
26.6,6.13,325.0,1.19,26.79,70.5,5.7,0.61
61.8,57.22,458.1,0.24,12.13,47.2,1.14,4.98
90.0,20.76,34.0,1.69,31.75,42.01,8.12,3.21
94.4,219.03,127.1,1.87,19.16,52.56,8.98,4.78
66.0,248.55,275.6,1.91,14.31,49.84,9.2,1.78
54.4,37.44,758.6,0.61,35.4,57.07,2.95,1.45
80.4,288.3,427.1,0.2,32.7,78.08,0.94,2.25
81.9,170.49,851.6,0.1,29.28,44.02,0.5,2.41
32.0,33.6,612.5,1.69,12.53,81.64,8.11,4.31
64.4,151.96,253.4,1.74,17.6,76.61,8.38,4.24
89.6,141.21,294.1,1.86,35.92,49.56,8.95,3.02
92.2,229.04,817.8,1.24,11.45,72.88,5.94,1.93
55.7,27.71,854.6,0.59,32.54,58.02,2.84,1.15
45.7,36.77,677.3,0.17,30.5,35.15,0.82,4.39
31.3,143.66,820.0,0.43,31.09,59.2,2.05,5.79
79.0,197.16,211.6,1.06,37.8,44.37,5.12,2.35
47.4,41.88,261.4,1.25,31.91,41.65,6.02,6.12
75.3,144.54,61.5,1.56,28.49,63.27,7.52,2.17
80.1,202.74,781.5,0.29,14.7,36.67,1.4,4.26
63.2,176.41,239.0,0.41,30.19,43.67,1.99,4.11
82.0,10.36,628.4,1.33,16.71,39.45,6.38,6.22
81.2,2.62,436.6,0.68,29.54,80.9,3.27,4.13
95.8,129.53,363.2,1.9,39.57,48.69,9.15,2.34
30.6,172.43,576.0,1.01,16.13,47.51,4.85,5.82
54.8,66.97,90.6,0.87,31.92,80.63,4.18,3.72
69.0,220.24,355.9,1.63,29.89,95.92,7.86,0.06
76.2,199.05,533.5,1.0,38.29,69.99,4.83,1.95
27.5,24.43,611.8,1.25,25.81,70.55,6.02,1.26
45.0,278.21,72.9,0.31,39.57,70.44,1.48,6.03
75.3,273.31,734.1,0.82,10.56,78.92,3.93,2.31
78.9,135.02,437.7,0.69,27.48,34.07,3.33,1.99
94.2,197.47,734.5,1.11,13.35,75.21,5.32,6.31
46.4,230.45,783.6,1.13,26.16,44.24,5.42,1.67
72.7,141.73,200.9,1.11,33.09,66.12,5.34,1.63
76.1,5.76,597.9,1.27,12.27,49.79,6.11,6.33
72.5,183.22,407.3,1.62,35.56,42.01,7.78,5.68
55.4,160.38,145.7,0.19,31.01,83.79,0.91,2.79
39.0,16.76,281.6,1.52,37.2,30.76,7.3,3.39
80.1,160.51,241.8,1.66,17.87,94.2,7.96,3.57
51.7,59.33,55.3,1.69,10.45,62.87,8.11,4.99
33.8,25.12,853.4,1.24,31.25,66.86,5.97,3.57
65.4,163.14,361.3,0.67,25.56,90.36,3.21,4.42
22.8,159.27,529.0,1.94,19.82,47.79,9.35,4.01
72.0,10.94,461.5,0.44,38.23,33.72,2.13,2.9
93.3,153.78,572.2,1.18,25.92,39.24,5.68,0.53
29.5,33.54,432.7,1.37,11.01,63.43,6.58,2.08
73.5,206.36,495.4,0.42,26.92,44.55,2.03,1.76
24.7,278.84,182.6,0.45,25.15,71.55,2.15,2.57
40.9,25.45,105.4,1.18,33.66,76.69,5.65,0.33
75.1,8.73,261.7,0.13,36.3,97.23,0.62,3.22
87.1,162.88,639.3,1.78,16.6,49.99,8.57,0.61
84.4,173.78,176.2,0.92,14.81,59.85,4.4,4.88
28.4,112.82,278.4,1.45,14.86,79.3,6.98,6.12
73.3,235.76,235.6,1.13,14.97,60.44,5.44,1.24
87.5,56.05,36.5,0.73,16.55,81.48,3.52,4.29
32.7,252.08,647.3,1.36,11.58,68.39,6.53,0.29
75.4,269.66,842.9,1.16,37.41,45.62,5.56,4.73
51.0,46.84,157.7,0.65,28.6,33.73,3.14,5.22
90.7,78.94,44.3,0.22,17.97,86.65,1.05,1.21
59.9,263.07,179.1,0.69,27.52,66.56,3.34,5.39
61.0,232.39,820.4,1.4,33.08,74.12,6.75,1.92
93.0,101.39,379.9,1.28,16.41,95.03,6.13,1.11
37.4,258.04,568.7,0.74,24.37,45.37,3.58,3.35
58.9,133.24,665.6,1.4,25.61,43.98,6.71,6.1
27.7,101.38,592.2,1.45,22.76,44.94,6.99,0.56
63.6,31.91,517.2,1.93,34.2,61.65,9.28,2.9
82.9,157.18,827.4,1.37,11.16,72.79,6.6,0.19
92.8,177.45,575.5,1.16,35.26,81.0,5.57,3.61
58.3,119.97,792.4,1.95,25.9,78.37,9.37,5.48
26.4,196.69,267.7,1.69,23.0,69.07,8.13,3.63
38.9,274.34,135.1,1.36,23.07,61.39,6.53,1.66
78.6,30.96,169.0,1.58,16.74,55.37,7.59,5.93
76.1,207.73,705.9,0.73,20.33,43.92,3.53,5.31
91.8,38.03,569.2,1.28,14.92,87.38,6.16,5.65
48.7,153.33,422.7,0.87,27.88,34.73,4.16,5.66
89.7,70.17,221.9,0.55,35.39,58.32,2.63,3.75
48.0,142.76,335.8,0.66,28.7,38.19,3.18,2.51
54.7,122.31,89.8,0.47,12.68,72.7,2.24,3.26
58.7,135.59,837.7,1.83,16.69,57.89,8.79,6.02
34.7,63.57,408.3,0.63,23.75,72.09,3.05,4.89
85.8,230.11,713.9,0.18,25.35,93.67,0.85,5.58
55.8,65.39,292.3,1.93,11.64,67.4,9.26,5.55
78.0,256.72,185.4,0.18,28.94,39.74,0.86,4.11
39.8,137.21,360.3,0.93,13.87,93.58,4.45,5.33
84.4,224.97,204.0,1.67,37.22,71.26,8.05,5.2
55.0,268.86,459.9,1.06,37.39,88.32,5.12,1.28
70.8,45.92,684.4,0.79,11.02,73.03,3.79,3.71
35.2,29.34,219.8,0.76,16.13,38.1,3.63,5.82
85.4,127.02,165.4,0.94,15.77,94.63,4.52,4.09
92.1,60.62,417.8,0.56,29.32,64.23,2.68,6.18
61.1,132.85,185.2,0.24,14.84,85.37,1.15,5.96
72.9,160.55,140.1,0.32,11.04,90.85,1.53,4.17
55.9,76.25,827.4,0.61,19.32,49.97,2.92,0.79
39.0,222.92,133.4,1.53,26.66,86.33,7.36,1.8
80.5,228.64,615.7,1.67,34.9,47.55,8.01,4.44
59.2,257.17,823.4,1.83,21.22,72.71,8.81,1.66
84.9,128.17,823.9,1.24,33.55,91.08,5.95,2.53
39.2,75.38,116.4,0.7,22.48,33.4,3.37,2.35
66.7,62.28,30.2,0.45,38.67,62.89,2.15,1.45
73.6,267.0,382.6,0.77,34.31,94.46,3.69,3.66
32.3,185.16,546.9,0.7,10.3,53.08,3.38,3.66
67.6,238.31,848.5,1.37,22.69,75.81,6.59,5.59
30.3,216.24,502.0,0.33,37.05,61.18,1.58,2.8
92.3,232.8,691.1,0.37,38.81,34.1,1.76,3.59
22.3,152.07,788.6,1.78,19.74,40.17,8.54,5.72
65.8,117.87,145.0,1.16,38.18,41.39,5.6,0.12
94.9,50.33,304.3,1.51,21.72,43.41,7.26,1.32
30.0,111.42,276.8,1.27,32.72,70.11,6.12,3.98
84.4,2.3,751.4,0.17,35.67,72.94,0.84,1.08
69.3,282.87,854.3,1.29,29.18,90.22,6.19,4.02
44.7,208.39,787.1,1.37,31.38,86.38,6.6,4.68
38.4,111.32,390.2,1.87,12.83,83.53,9.0,2.81
88.4,195.82,735.8,1.71,12.35,46.05,8.2,2.24
50.0,62.38,692.1,0.97,26.65,35.99,4.67,2.72
89.4,164.93,166.4,0.65,21.03,76.12,3.12,3.09
37.7,94.7,735.3,1.37,23.21,40.33,6.59,1.34
55.5,100.49,405.9,0.21,32.09,59.58,1.0,0.52
47.0,244.77,313.5,0.19,35.91,34.42,0.91,6.03
87.0,138.53,554.3,0.77,17.02,82.85,3.7,4.95
49.9,88.96,679.5,1.0,11.94,87.03,4.8,3.79
80.6,168.99,101.7,1.29,26.81,87.78,6.19,2.55
76.5,282.65,686.7,0.45,39.27,93.85,2.18,4.45
31.7,172.36,87.7,0.95,27.81,94.61,4.57,1.97
38.8,262.17,817.8,0.54,32.15,77.9,2.61,5.6
68.9,189.45,126.2,1.04,12.57,43.38,4.99,5.43
43.5,72.03,307.2,0.33,34.79,65.38,1.57,3.41
69.3,249.73,347.0,1.18,31.26,31.41,5.65,5.8
80.7,250.08,329.5,0.11,25.79,43.54,0.53,3.69
40.3,76.42,152.9,0.75,16.46,68.11,3.59,4.92
65.2,275.86,11.4,0.26,12.82,90.53,1.24,5.72
30.9,9.54,201.8,1.85,27.47,56.31,8.89,3.37
52.9,229.58,653.3,1.12,37.86,94.27,5.37,3.47
84.4,127.67,221.2,0.46,11.89,50.27,2.21,5.98
30.7,228.62,370.3,0.33,25.07,66.74,1.58,0.5
40.7,203.49,718.9,1.46,39.41,90.15,7.04,3.58
91.3,28.92,492.8,1.69,20.99,56.45,8.12,2.77
49.8,289.42,16.8,1.41,32.6,87.46,6.8,0.99
71.9,247.21,707.2,1.51,32.55,92.4,7.25,5.5
85.4,229.95,290.0,1.47,12.29,89.84,7.08,4.15
84.5,210.89,659.4,0.53,10.91,50.88,2.57,2.46
83.7,153.95,532.0,1.09,39.41,40.18,5.23,0.94
77.7,284.15,792.7,1.9,25.2,41.03,9.12,2.63
43.7,43.44,540.5,0.81,12.44,80.18,3.91,2.21
58.3,273.06,27.9,0.63,20.0,44.31,3.01,0.04
83.7,227.53,19.9,0.72,23.8,73.31,3.45,4.51
33.5,200.48,248.2,0.7,29.87,67.98,3.37,0.97
93.4,184.64,295.7,0.52,22.78,37.84,2.5,0.18
90.9,138.82,274.9,0.26,28.16,34.68,1.26,2.04
72.3,270.52,533.7,1.48,22.15,77.33,7.1,1.35
43.2,160.85,740.3,0.25,32.23,83.96,1.21,3.28
70.2,82.15,99.2,0.41,25.14,59.2,1.95,0.67
75.3,272.53,661.2,1.9,32.88,83.29,9.14,4.5
39.7,30.3,122.1,1.79,27.86,87.78,8.6,3.03
70.5,183.16,848.0,0.92,38.49,73.44,4.43,1.08
63.0,106.49,462.7,1.63,19.94,38.93,7.84,3.36
83.7,70.76,630.1,0.92,15.98,95.82,4.42,4.34
80.4,8.54,392.7,1.04,29.56,32.56,5.01,6.2
35.3,270.38,681.6,1.13,19.4,49.31,5.42,5.54
53.0,85.83,311.6,1.24,25.83,38.87,5.98,4.91
92.6,281.64,239.8,1.66,11.45,77.8,7.98,6.01
58.9,284.86,640.6,1.17,26.75,68.31,5.64,0.39
93.1,222.46,67.6,1.72,17.91,69.68,8.27,4.43
58.5,106.69,44.9,0.35,34.77,79.86,1.66,1.08
49.6,216.34,609.2,1.55,37.54,74.86,7.44,0.53
87.7,109.4,828.6,0.38,36.25,31.28,1.83,4.38
89.4,125.91,282.9,1.01,26.3,83.52,4.85,2.1
52.2,16.07,800.5,1.89,36.09,77.28,9.1,1.77
52.3,38.11,377.1,1.56,26.14,79.34,7.48,6.04
85.7,282.15,510.4,0.81,18.4,72.72,3.91,3.76
69.7,44.4,148.7,1.89,28.22,40.89,9.08,5.46
56.0,138.36,226.6,1.17,35.68,45.38,5.64,2.91
88.1,28.64,621.8,0.93,16.09,59.74,4.45,0.09
75.8,30.71,175.0,0.63,37.46,64.28,3.03,0.55
63.8,162.97,784.2,1.82,23.81,70.26,8.74,1.32
67.6,284.78,599.1,1.19,25.04,95.0,5.71,3.95
20.2,224.36,184.3,0.78,32.66,31.07,3.74,5.97
27.4,61.43,332.4,1.68,19.49,83.64,8.06,0.18
63.6,120.92,68.0,1.56,31.0,65.12,7.51,4.52
33.7,179.65,259.2,0.82,24.23,80.6,3.93,0.59
91.3,223.98,443.2,1.35,36.64,69.82,6.47,0.82
52.6,24.86,516.5,0.45,21.9,43.53,2.16,4.72
65.4,160.51,89.1,1.25,39.35,46.81,6.0,0.86
22.1,214.87,131.2,1.0,16.5,37.73,4.82,0.75
40.8,283.15,247.7,1.81,30.32,36.82,8.69,3.84
78.2,7.81,499.8,1.47,35.49,51.44,7.08,2.89
40.8,49.38,457.1,0.85,22.43,32.37,4.09,2.17
38.1,204.47,445.9,0.19,10.88,81.26,0.93,6.18
25.4,263.28,252.3,1.26,14.81,69.91,6.07,5.02
58.5,40.69,501.2,0.46,15.81,49.94,2.19,0.02
47.5,171.15,520.6,0.38,13.55,83.47,1.81,0.98
79.3,137.33,689.0,0.2,11.22,52.55,0.96,3.88
47.8,212.18,513.7,1.08,31.12,94.85,5.19,5.67
68.6,161.59,565.9,1.39,34.89,67.36,6.67,0.46
71.6,142.2,477.4,1.22,17.8,33.95,5.86,4.01
32.7,26.96,556.4,1.1,21.93,91.3,5.28,5.6
55.2,104.1,584.1,1.18,28.1,30.46,5.66,2.43
74.8,210.4,160.9,0.97,36.28,65.54,4.65,2.58
77.1,99.74,619.1,0.78,10.55,83.23,3.75,0.1
60.1,247.85,15.1,1.77,10.9,52.08,8.52,4.42
58.8,203.97,344.9,1.42,33.11,37.65,6.82,0.3
74.2,21.35,211.2,1.59,30.61,86.67,7.66,0.94
68.0,278.7,723.5,1.71,15.33,51.08,8.21,0.66
45.0,211.13,370.4,1.52,37.01,80.15,7.29,3.14
45.6,213.22,598.8,0.47,35.41,95.81,2.25,5.21
64.9,186.73,65.1,0.91,36.37,49.61,4.36,5.58
81.5,239.14,420.9,1.37,32.18,46.42,6.61,2.63
70.4,135.59,180.8,0.96,19.75,75.92,4.61,0.55
78.0,230.67,164.6,0.29,17.02,90.36,1.4,1.26
87.7,270.61,668.3,1.02,27.05,47.15,4.92,4.76
33.0,219.14,144.0,0.52,26.07,45.59,2.48,4.87
49.7,177.69,696.4,1.62,10.08,80.99,7.81,3.72
36.8,246.15,585.1,1.92,35.82,61.45,9.23,1.23
62.4,144.37,20.0,0.32,23.2,33.02,1.54,0.27
38.9,88.35,156.7,0.33,20.96,43.76,1.57,5.58
25.9,229.06,345.4,0.71,17.38,65.79,3.43,3.0
49.1,158.36,268.7,0.68,28.61,92.66,3.29,2.65
53.1,21.16,172.5,0.46,29.3,81.86,2.22,5.34
68.4,268.25,357.6,0.83,31.15,47.35,4.0,1.35
94.2,227.74,38.7,1.6,28.61,98.55,7.71,1.36
32.7,107.77,667.9,1.06,13.88,55.89,5.12,4.76
28.2,53.51,330.8,1.06,37.79,41.73,5.12,0.44
25.4,218.48,595.9,0.17,22.45,90.1,0.81,5.85
60.0,175.25,644.8,1.54,15.87,53.43,7.42,0.83
23.1,27.43,184.4,0.6,32.92,66.36,2.89,1.43
22.4,52.32,498.0,0.12,15.23,94.61,0.56,5.88
26.0,46.16,745.8,1.6,37.36,96.49,7.67,6.11
75.3,283.82,13.5,0.57,17.55,96.69,2.74,6.11
36.3,29.61,486.9,0.59,13.12,67.19,2.85,1.47
